Id,User Name,Personal URL,Profile Cover Image Status,Profile Verification Status,Profile Text Color,Profile Page Color,Profile Theme Color,Is Profile View Size Customized?,UTC Offset,Location,Location Public Visibility,User Language,Profile Creation Timestamp,User Time Zone,Num of Followers,Num of People Following,Num of Status Updates,Num of Direct Messages,Profile Category,Avg Daily Profile Visit Duration in seconds,Avg Daily Profile Clicks,Profile Image,Num of Profile Likes
7QTDFEKEGJNQKDPM,zqT5K1RRM4Mw,,Set,Verified,6c7375,bdc4c7,806f79,False,-25200.0,,Disabled,en,Tue Apr 19 18:41:30 +0000 2011,Pacific Time (US & Canada),82932,187,2302,310,unknown,26.125,3.4951,7QTDFEKEGJNQKDPM.png,17
7HE2FPOFSKAM0GNH,ii2ALizrfjvMc,,Set,Pending,1da1f2,ddeef6,c0deed,True,,In your heart!,Enabled,en,Sat Jul 27 06:38:47 +0000 2013,,40918,118,2133,69,unknown,22.149,2.5345,7HE2FPOFSKAM0GNH.png,0
IR7N7B5M0NMMHN6L,l9hYKiv2mUUJj,,Set,Verified,8c8887,ddeef6,050505,False,3600.0,Italia,Enabled,en,Tue Feb 07 09:21:02 +0000 2012,London,18831,1079,20450,100,business,22.264,2.3529,IR7N7B5M0NMMHN6L.png,3775
S1SD5LR01O6A3DDA,s0leFrnzaTqa_YT,https://blob/hsdxt8ab8..com,Set,Not verified,1da1f2,ddeef6,c0deed,True,-14400.0,"College Park, MD",Enabled,en,Wed Apr 24 20:59:13 +0000 2013,Eastern Time (US & Canada),1113,696,711,61,unknown,31.825,0.4839,S1SD5LR01O6A3DDA.png,294
JNO52CLB70IB230I,csVaCCjBHJ,,Not set,Verified,ed7b2f,d7cd77,ed7b2f,False,3600.0,UK,Disabled,en,Wed Oct 07 21:31:20 +0000 2009,London,512101,57820,663105,1909,government,20.761,1.8783,JNO52CLB70IB230I.png,4821
9OGBOKM836P9MHMF,g_8W8uHf,,Set,Verified,990000,f3f3f3,ebebeb,False,-14400.0,New York ,Enabled,en,Fri Jan 23 17:04:15 +0000 2009,Eastern Time (US & Canada),128705,2346,25325,2848,celebrity,29.429,1.8337,9OGBOKM836P9MHMF.png,15188
L9KBCKA2DF95MRG2,0XVMZk7FdiFKF3,,Not set,Verified,000000,ffffff,000000,False,7200.0,Via Lattea,disabled,it,Wed Oct 26 18:21:46 +0000 2011,Rome,234688,203,1124,336,unknown,13.273,2.8914,L9KBCKA2DF95MRG2.png,22106
08P3KC4NIE4H38M9,Usm54bjJq7,,Set,Verified,339ed4,f7f8fa,0b194f,False,-14400.0,Estados Unidos,Enabled,en,Wed Jul 08 23:47:30 +0000 2009,Eastern Time (US & Canada),204248,825,156426,1484,celebrity,5.646,1.9828,08P3KC4NIE4H38M9.png,2490
4C097SEM31N129RM,OuTjBHo4a4VUd9,https://blob/kmzcoRizi.com,Not set,Verified,990000,000000,000000,False,25200.0,Jakarta - Indonesia,Enabled,en,Wed Aug 26 08:17:20 +0000 2009,Jakarta,1291702,80,451594,2347,government,20.96,0.7322,4C097SEM31N129RM.png,43
0LP67MPBCNHR5ACR,tRAkpUokHgFa6,https://blob/86tOooks.h.com,Set,Verified,0084b4,ddeef6,ffffff,False,,Burton-Upon-Trent,Enabled,en,Wed Aug 15 17:21:23 +0000 2012,,58677,373,8399,215,unknown,24.679,2.4191,0LP67MPBCNHR5ACR.png,617
EQ5LG96RJPKETL79,CtpanZrd,https://blob/tnbn7i_teh.com,Set,Verified,0084b4,ddeef6,022330,False,28800.0,"Mall of Asia Complex, Manila",Enabled,en,Thu Jul 14 00:43:14 +0000 2011,Beijing,134025,794,18189,320,business,16.34,5.1849,EQ5LG96RJPKETL79.png,2364
0HB6496J8HNC4HGK,km3gbmLIEs53,https://blob/49.ozi3s3h.com,Set,Verified,1da1f2,ddeef6,c0deed,True,10800.0,"Moscow, Russia",Enabled,ru,Wed Oct 06 18:24:10 +0000 2010,Volgograd,31800,286,4082,93,unknown,14.761,1.7684,0HB6496J8HNC4HGK.png,1027
LEB5ENQGDQF25JOB,beoqpIJiJpvMA0T,,Set,Not verified,0084b4,ddeef6,c0deed,False,-18000.0,Heaven,Disabled,en,Mon Sep 05 07:27:53 +0000 2011,Quito,367564,226,11794,1837,business,32.577,4.1339,LEB5ENQGDQF25JOB.png,21944
MSD2TB0NEMGR5707,5af_rl9AEi_c,,Set,Verified,dd2e44,efefef,9e1719,False,7200.0,Paris Expo Porte de Versailles,Enabled,fr,Tue Mar 29 15:00:19 +0000 2011,Paris,5427,615,7145,206,unknown,33.629,4.4298,MSD2TB0NEMGR5707.png,8061
PMMRG4P472KP6MRK,LpF1NHMOgGGgeG,https://blob/qimh6ih0p.com,Not set,Verified,009999,000000,000000,False,,London,??,en,Tue Mar 15 13:11:58 +0000 2011,,133940,480,1946,657,unknown,34.636,0.369,PMMRG4P472KP6MRK.png,219
3IKBDMS980D3EMDN,w0ALT28az,,Set,Verified,bd1e0c,f3f3f3,131516,False,-25200.0,"Burbank, CA",Enabled,en,Thu Mar 12 17:42:27 +0000 2009,Pacific Time (US & Canada),1015197,673,9053,3312,unknown,15.416,2.0826,3IKBDMS980D3EMDN.png,1974
APR1EJ0D6NQPAIGQ,B0Z1a4JL,https://blob/teatf:azr8.com,Set,Verified,1da1f2,ddeef6,c0deed,True,,Egypt,Disabled,en,Fri Feb 04 00:59:26 +0000 2011,,1758554,21,8361,816,unknown,28.576,1.0331,APR1EJ0D6NQPAIGQ.png,565
ILKNQK3QL2DJCARJ,SV574SC3,,Set,Verified,2fc2ef,252429,1a1b1f,False,19800.0,India,Enabled,en,Fri Dec 19 08:41:58 +0000 2008,New Delhi,2714895,987,113968,705,business,19.709,3.1369,ILKNQK3QL2DJCARJ.png,1741
EKL55074D140RQAS,DjVxhTpt1vrmaP,https://blob///3/lfyg/.com,Set,Not verified,fa743e,efefef,131516,False,-10800.0,Uberlandia - MG,enabled,pt,Tue Jul 06 03:42:10 +0000 2010,Brasilia,2130,91,3944,7, ,26.495,2.5126,EKL55074D140RQAS.png,33
O8O6I4L34BQA2QNE,c3By7rZi3G5UuJm,https://blob/oQiklYky9.com,Set,Verified,993399,e6f6f9,ffffff,False,-10800.0,Brasil,Disabled,pt,Mon Apr 19 12:24:00 +0000 2010,Brasilia,10626,21,6091,61,unknown,34.067,1.3985,O8O6I4L34BQA2QNE.png,231
9B3KAQFL943LJOLS,J8zyvwwUbktL,,Set,Not verified,ffb700,0e539c,000000,False,-14400.0,The Great State of New Jersey.,Disabled,en,Mon Nov 22 20:55:14 +0000 2010,Eastern Time (US & Canada),9327,42,7785,78,unknown,15.87,3.0986,9B3KAQFL943LJOLS.png,935
9GO3C0H59MIFDOJQ,rJKKUaVDmy,https://blob/3lxe.jt2p.com,Set,Verified,9db0cf,cfcfcf,cfcfcf,False,-18000.0,,Enabled,en,Thu Apr 30 13:49:24 +0000 2009,Central Time (US & Canada),277390,273,6588,2356,unknown,37.003,2.4444,9GO3C0H59MIFDOJQ.png,192
4BO889RINTR55K73,ZFGS8CSFdv,,Set,Not verified,0d2dff,ffffff,709397,False,25200.0,"Jakarta, Indonesia",Enabled,en,Fri Jun 12 18:04:22 +0000 2009,Jakarta,26214,1109,117679,164,celebrity,24.493,1.5419,4BO889RINTR55K73.png,1334
791IHNLM7BDB5D0S,or0hviohHacosn6,,Set,Not verified,1b95e0,ddffcc,f4f7f7,False,-14400.0,Canadá,Disabled,es,Tue Sep 27 14:24:59 +0000 2011,Caracas,2634794,1239,407472,2610,business,35.55,2.5108,791IHNLM7BDB5D0S.png,549
4OHMQD6NNT80JCFB,tNQeqvbKuiKa,,Set,Not verified,0084b4,ddeef6,c0deed,False,-18000.0,MoDe ..(La VIDA) sin photoshop,Enabled,es,Sun Jun 20 07:46:17 +0000 2010,Central Time (US & Canada),104162,370,7698,363,unknown,,6.1011,4OHMQD6NNT80JCFB.png,452
P30GEAFJ34K285D9,x8Fps1L7_W9yOd,https://blob/w:k/9L9Gv..com,Set,Not verified,ff3300,a0c5c7,709397,False,-14400.0,"Atlanta, GA",Enabled,en,Wed Nov 05 06:31:17 +0000 2008,Eastern Time (US & Canada),19399,11816,160071,203,celebrity,38.213,3.9981,P30GEAFJ34K285D9.png,1820
JO7BEFOHA3EM785L,C72vVnlqfP6G,,Not set,Verified,bd0b3e,efefef,e6e3e6,False,-10800.0,#atuspies,Enabled,es,Thu May 28 14:15:20 +0000 2009,Buenos Aires,869673,581,20074,862,business,7.823,3.1829,JO7BEFOHA3EM785L.png,7535
8JS7TKDH1EENSG3A,cRK07zOGODNxUAe,https://blob/eMtw9O8/c.com,Set,Not verified,009999,efefef,131516,False,3600.0,UK,enabled,en,Sat Nov 28 17:35:24 +0000 2009,London,8171,513,2645,107,unknown,26.965,3.5103,8JS7TKDH1EENSG3A.png,90
NQ6IRQHTOS15JAQ7,atniiqhkhLic,,Set,Verified,000000,ddeef6,000000,False,,"Sevilla, España",Enabled,es,Sun Nov 27 19:55:47 +0000 2011,,609431,416,2675,1391,unknown,31.803,8.3482,NQ6IRQHTOS15JAQ7.png,1736
O4NCAC70RP9PBC5C,7YJaIed8OEYRH,,Set,Verified,bc1e35,ffffff,aa0001,False,-14400.0,Toronto,??,en,Wed Mar 11 15:12:35 +0000 2009,Eastern Time (US & Canada),46517,2924,115826,486,celebrity,40.597,,O4NCAC70RP9PBC5C.png,21319
19I9R8ESGEOSHGRI,Yb4XvO,,Not set,Verified,0a3c92,ffffff,ffffff,False,7200.0,"Split, Croatia",Enabled,en,Mon Nov 16 10:28:30 +0000 2009,Zagreb,81150,13,39465,170,celebrity,25.365,6.2615,19I9R8ESGEOSHGRI.png,1830
5NF542HLJGO5KTRO,DK6vt8S8yEkpLoT,https://blob/wVfgVOcCO_.com,Set,Verified,494d6e,f7cfff,f1d1a2,False,-25200.0,Everywhere,enabled,en,Thu Jun 25 23:59:18 +0000 2009,Pacific Time (US & Canada),8241396,700,5101,20321,unknown,26.052,5.901,5NF542HLJGO5KTRO.png,508
3KNPPSCL13FFMFSC,rDeyMxAl0V,,Not set,Verified,fab81e,e3e2de,edece9,False,-21600.0,"Televisa Radio, México DF",Enabled,es,Tue Jan 26 17:50:31 +0000 2010,Mountain Time (US & Canada),1563579,209,89401,2608,business,32.218,12.0743,3KNPPSCL13FFMFSC.png,9308
9HSCD213FI1HH1DM,boQNP2we_D56,,Not set,Verified,ff0b3a,000000,000000,False,-14400.0,"New York, NY",Disabled,en,Tue Nov 26 17:00:51 +0000 2013,Eastern Time (US & Canada),61675,585,20506,1767,celebrity,28.447,5.9654,9HSCD213FI1HH1DM.png,3698
2ISQPH55NRT75QH9,wZVV_trQsCsN,https://blob/hntnFi997q.com,Not set,Verified,0084b4,ddffcc,d6ebd3,False,-18000.0,,Enabled,en,Fri Jul 08 17:55:04 +0000 2011,Central Time (US & Canada),315192,245,3453,1082,business,9.804,0.7675,2ISQPH55NRT75QH9.png,521
4NIBK79D0QDIJKPC,G_NCq1Q,https://blob/fphis3kvck.com,Set,Verified,0084b4,dceef5,ffffff,False,14400.0,Oman,Enabled,en,Sat Feb 06 11:11:40 +0000 2010,Muscat,492141,6193,43335,248,business,10.451,3.6728,4NIBK79D0QDIJKPC.png,633
TCQ5O0BMEHST5RAG,Nc5xmDdTfZu,,Set,Verified,0084b4,ddeef6,c0deed,False,18000.0,Karachi,Enabled,en,Wed Mar 28 13:24:13 +0000 2012,Islamabad,72044,7802,242289,145,business,29.492,2.7741,TCQ5O0BMEHST5RAG.png,21338
7TELG0203G7FLJ6G,dxuffiqcsf,,Set,Not verified,b5121a,a8a803,4d4d4d,False,-14400.0,"Findlay, Ohio",enabled,en,Thu Oct 28 20:12:30 +0000 2010,Eastern Time (US & Canada),319,116,430,9,unknown,17.911,2.0473,7TELG0203G7FLJ6G.png,0
32TF0EJF822D9NI5,gWahhxrsdek3,,Set,Verified,0084b4,ddeef6,c0deed,False,-28800.0,Los Angeles,Disabled,en,Thu Jan 22 19:30:46 +0000 2009,Alaska,98761,181,13858,799,business,16.747,6.0582,32TF0EJF822D9NI5.png,3040
K69L8SPA4IRB80J5,Cm48YQuBuX,,Set,Verified,0078a8,ddeef6,000000,False,3600.0,UK,Enabled,en,Wed Nov 11 15:56:28 +0000 2009,London,281233,21510,384998,631,business,11.927,3.8989,K69L8SPA4IRB80J5.png,9306
DK89K94KPMHF68GQ,K2kw69kk2H,https://blob/w2/Jotl7t5.com,Set,Pending,1da1f2,ddeef6,c0deed,True,10800.0,Worldwide,Enabled,en,Mon Feb 20 13:48:17 +0000 2012,Athens,3462,1076,4459,61,unknown,9.548,4.3881,DK89K94KPMHF68GQ.png,1176
ACDT98OLAP0NKE29,c95R8A8T,https://blob/42AsfAg_A8.com,Set,Verified,0099cc,f6ffd1,fff04d,False,10800.0,Rostov-on-Don,Enabled,ru,Thu Feb 04 14:54:07 +0000 2010,Moscow,306393,38,20006,345,business,33.194,0.964,ACDT98OLAP0NKE29.png,448
AJRPQ631CGDPCHS5,hBQDzdnrTbeq6,,Set,Not verified,009999,efefef,131516,False,28800.0,Malaysia,Enabled,en,Mon Apr 30 04:04:59 +0000 2012,Beijing,6466,2720,28997,16,business,19.543,3.7716,AJRPQ631CGDPCHS5.png,746
68091MQEIK0B5GF3,oKMeinNeYP2m,,Set,Verified,dd2e44,ddeef6,c0deed,False,,,Enabled,fr,Fri May 24 12:22:50 +0000 2013,,92872,1339,7477,500,government,15.612,1.6474,68091MQEIK0B5GF3.png,11051
RE28L6IO0FCTNA0T,ncnKLnPcU2nOXr,https://blob/86tp/ntXbV.com,Set,Verified,949415,ddeef6,1a1b1f,False,,Nairobi Kenya,Disabled,en,Thu Oct 06 11:49:34 +0000 2011,,22876,730,13801,14,celebrity,12.135,2.5479,RE28L6IO0FCTNA0T.png,425
4H1SQM4T352LE397,zO4IX0jqrg,,Not set,Pending,3b94d9,000000,abb8c2,False,-14400.0,"New York, NY",Enabled,en,Tue Jun 09 21:03:48 +0000 2009,Eastern Time (US & Canada),1992,1801,3136,72,unknown,31.49,4.2348,4H1SQM4T352LE397.png,946
SD32T28GOD28DK9S,kyTbxKcKW0P,https://blob/hbiwphghe.com,Set,Verified,0084b4,ddeef6,000000,False,,,disabled,en,Wed Sep 26 00:05:56 +0000 2012,,148106,624,960,180,unknown,27.347,3.7679,SD32T28GOD28DK9S.png,1651
MISOCLFLR048DA7K,xllmlXmhSfx2sxa,,Set,Pending,0084b4,ddeef6,c0deed,False,-10800.0,,disabled,en,Fri Mar 15 11:55:04 +0000 2013,Brasilia,25153,0,2500,81,unknown,5.209,2.5601,MISOCLFLR048DA7K.png,0
PL59O7B7ONEQQ7GB,MvsOxKOWss,,Not set,Not verified,981ceb,000000,000000,False,-14400.0,United States,Disabled,en,Sat Dec 27 15:48:06 +0000 2014,Eastern Time (US & Canada),293741,89,543,16,business,26.918,2.3827,PL59O7B7ONEQQ7GB.png,912
AIFJC8H44GRD8M8I,cZwXUK7RDxlkmNy,,Set,Verified,088253,e3e2de,edece9,False,10800.0,,??,tr,Wed Sep 21 09:48:23 +0000 2011,Baghdad,16042,15,1634,18,unknown,11.578,1.2114,AIFJC8H44GRD8M8I.png,1325
5PK298ESSFBDJ0DT,9BPPcTSt,,Set,Verified,0084b4,ddeef6,c0deed,False,7200.0,France,Disabled,fr,Tue Jan 19 08:42:47 +0000 2010,Paris,456912,10322,394171,677,government,13.303,3.3785,5PK298ESSFBDJ0DT.png,25181
3HJMBF4MNRSB22MF,uRS1VBQsrL,https://blob//g.ooh6nqt.com,Not set,Not verified,00406d,ddeef6,eeeeee,False,-14400.0,"Charlotte, NC",??,en,Tue Feb 16 18:21:45 +0000 2010,Eastern Time (US & Canada),10541,1365,307,118,unknown,24.439,0.2352,3HJMBF4MNRSB22MF.png,44
4E6IOHT5JDJBFNTF,EPuuVul0scuCH7,,Set,Not verified,0084b4,c0dfec,022330,False,-7200.0,Maracaibo,Disabled,es,Mon Oct 10 17:54:52 +0000 2011,Greenland,81353,1162,50905,137,government,25.057,1.5853,4E6IOHT5JDJBFNTF.png,1276
FDGEIG23T0160S3M,nh7UGyyT6Z,https://blob/zet4kxu75.com,Set,Pending,a83e50,ddeef6,ffffff,False,-14400.0,"Plainfield, IN",Disabled,en,Sat May 23 21:57:33 +0000 2009,Eastern Time (US & Canada),1497,76,1268,45,unknown,29.374,2.0249,FDGEIG23T0160S3M.png,150
RISM43G07GADS5HS,KoaioaZBE9iLMUi,,Set,Verified,f58ea8,f6ffd1,3b94d9,False,-18000.0,,Enabled,es,Sat Feb 12 18:23:19 +0000 2011,Bogota,783345,876,16691,266,business,34.606,10.718,RISM43G07GADS5HS.png,23293
3QE6IF9C6T2JIQ3S,MtZc29lc0zklcO,,Set,Not verified,ff0000,7ac3ee,642d8b,False,-25200.0,"Los Angeles, CA",Disabled,en,Sun Mar 28 06:27:03 +0000 2010,Pacific Time (US & Canada),86931,1059,17192,289,celebrity,17.887,3.2053,3QE6IF9C6T2JIQ3S.png,1018
8D30SQ90G34P4BJD,kizmDZd,,Set,Not verified,1da1f2,ddeef6,c0deed,True,14400.0,United Arab Emirates,Disabled,en,Fri Mar 20 12:37:16 +0000 2009,Muscat,172705,33,212178,1103,business,31.833,1.2443,8D30SQ90G34P4BJD.png,717
NN2B7M2QNGF6L3FA,jrJXtPQDLsVh,,Set,Verified,002760,ddeef6,ffffff,False,3600.0,Manchester,Enabled,en,Fri Jul 29 11:07:23 +0000 2011,London,94960,946,20125,469,business,20.463,3.1967,NN2B7M2QNGF6L3FA.png,1805
LFN0FJJKQNA67KKM,SS2ueYR29,https://blob/f0tcboflp.com,Set,Verified,ff5a5f,,a0e2f9,False,-25200.0,Deutschland,Disabled,de,Mon May 30 15:57:30 +0000 2011,Arizona,7456,878,4890,122,unknown,11.738,1.4415,LFN0FJJKQNA67KKM.png,818
A0BES6MC3DCD234E,bCt70Ftnhc3,https://blob/kp:tgoV6ph.com,Not set,Pending,1b723a,ddffcc,a3cd3d,False,7200.0,"Pretoria Country Club, Tshwane",Disabled,en,Mon Jul 09 06:41:54 +0000 2012,Pretoria,2172,805,3832,19,unknown,7.134,2.5714,A0BES6MC3DCD234E.png,514
4637PMTARDQIFHI8,f5AJDGnb5NKG,,Not set,Verified,0099cc,ffffff,fff6d9,False,10800.0,"Jeddah, Saudi Arabia",Disabled,en,Mon Nov 29 20:06:29 +0000 2010,Baghdad,174107,2742,14099,214,unknown,33.29,4.0735,4637PMTARDQIFHI8.png,4855
7R5H8HHJP99P6RJP,Pntnr1MtQSSJO,,Set,Verified,0084b4,ddeef6,ffffff,False,7200.0,HQs: Munich (GER),enabled,en,Sun Jan 17 14:50:00 +0000 2010,Rome,18074,486,5961,231,celebrity,15.148,2.254,7R5H8HHJP99P6RJP.png,1767
LLMF3AH8CC79FA7A,EwOK3AHjaQV7,https://blob/q3omTic2k.com,Set,Not verified,000504,44a3f5,c0deed,False,-18000.0,Tampa,Disabled,en,Wed Oct 21 22:36:23 +0000 2009,Quito,10940,829,5033,182,unknown,12.431,1.1469,LLMF3AH8CC79FA7A.png,104
M4QE0TR1QLD9P2K6,A7L15MlN,https://blob/n/kWetokr.com,Set,Not verified,ff0000,ffea00,112cd9,False,-14400.0,"Lakewood, New Jersey 08701",enabled,en,Thu Jul 30 14:09:17 +0000 2009,Eastern Time (US & Canada),1232,128,5171,23,unknown,12.149,11.691,M4QE0TR1QLD9P2K6.png,674
PT4HJA735S08BM04,h5Cv3Q,,Set,Verified,7eb52d,cccccc,131516,False,7200.0,España,Enabled,es,Mon Jun 21 07:53:15 +0000 2010,Madrid,93147,513,6080,1063,unknown,26.566,2.188,PT4HJA735S08BM04.png,3557
NJ6T87Q7QOL9OHH4,aYnSml5jvdL2,,Set,Verified,ebca38,062781,1679c0,False,3600.0,"Cannes, France",Disabled,en,Thu Feb 05 11:33:04 +0000 2009,London,197120,2886,9127,4191,unknown,18.281,3.3333,NJ6T87Q7QOL9OHH4.png,1852
7JGCBOOCD6T9IT4A,Mp3vaKYWnOby6Xz,https://blob/z1m2imtFr.com,,Not verified,000000,000000,000000,False,-36000.0,London,Enabled,en,Mon Oct 03 13:37:34 +0000 2011,Hawaii,4491,143,1033,42,unknown,39.085,1.4583,7JGCBOOCD6T9IT4A.png,291
B3BNIEL862MF9KMF,mKuQ01maTqIu,,Not set,Verified,32beff,ffffff,32beff,False,-14400.0,"Louisville, KY",enabled,en,Wed Mar 25 21:34:10 +0000 2009,Eastern Time (US & Canada),7304,262,7969,218,unknown,10.522,2.6038,B3BNIEL862MF9KMF.png,1097
QNTQLKE4S2CIH9P8,_ofQ_pMCK,,Set,Not verified,f52d00,000000,,False,-18000.0,"Secaucus, New Jersey",Enabled,en,Thu Aug 28 13:54:41 +0000 2008,Central Time (US & Canada),5238,2835,21848,134,celebrity,29.388,4.5744,QNTQLKE4S2CIH9P8.png,871
H7A4BL1QHC1E31Q8,OizBKdWpHk5O,,Set,Not verified,0084b4,ddeef6,c0deed,False,-25200.0,"Daytona Beach, FL",Enabled,en,Tue Nov 12 19:22:47 +0000 2013,Pacific Time (US & Canada),4794,507,8030,97,unknown,18.483,2.5964,H7A4BL1QHC1E31Q8.png,1728
C81AS3N14H8GARME,anbyDBwYqa,https://blob/z/pue.24a.com,Set,Verified,0099cc,f6ffd1,fff04d,False,32400.0,東京都豊島区,Disabled,ja,Wed Nov 11 08:54:29 +0000 2009,Tokyo,1128467,51885,3840220,6810,celebrity,15.241,1.4286,C81AS3N14H8GARME.png,40
0H05L25LKGLLO1JC,UxYhS3d9eoAl9,https://blob/9Z.psip/ZZ.com,Not set,Not verified,1b95e0,000000,000000,False,-25200.0,"Pasadena, CA",Disabled,en,Wed Jan 13 21:36:55 +0000 2016,Pacific Time (US & Canada),668,78,585,21,unknown,27.897,0.2616,0H05L25LKGLLO1JC.png,242
2S17CKMLO4QLC0AC,QETX,,Set,Verified,dd2e44,ffffff,ffcc4d,False,-18000.0,Kyoto Album Out Now!!,Enabled,en,Wed Mar 04 04:29:52 +0000 2009,Central Time (US & Canada),6951879,4448,11442,12788,business,24.227,1.2673,2S17CKMLO4QLC0AC.png,1929
CS2LRINH1P70M0FT,pq6KLtGNz,https://blob/DNt6Zuecf.com,Set,Verified,009999,efefef,000000,False,-25200.0,Pittsburgh,Enabled,en,Thu Jun 25 03:05:07 +0000 2009,Pacific Time (US & Canada),896237,162,2161,5968,unknown,15.423,1.8752,CS2LRINH1P70M0FT.png,1
2J8DFGS7IPQJ0RIL,nkxCpYnKj,https://blob/ptoq1Iu17Y.com,Set,Verified,0084b4,ddeef6,c0deed,False,10800.0,,Disabled,tr,Tue Aug 24 09:45:52 +0000 2010,Istanbul,3562708,1485,14161,2079,government,30.252,1.0752,2J8DFGS7IPQJ0RIL.png,244
0FSQ6CCE3QJF3R7K,3VUlqMt1Pv4AK,,Not set,Verified,25405a,000000,000000,False,-25200.0,Las Vegas,Enabled,en,Wed Aug 22 18:19:50 +0000 2012,Pacific Time (US & Canada),55084,10683,5850,278,unknown,28.196,0.6007,0FSQ6CCE3QJF3R7K.png,1032
RMS6RODF0G89J1L2,rdC,https://blob/l/m/q65/y.com,Set,Verified,0084b4,ddeef6,c0deed,False,-14400.0,NYC,enabled,en,Mon Dec 14 20:03:45 +0000 2009,Eastern Time (US & Canada),2230584,195,4924,8673,government,18.828,6.7109,RMS6RODF0G89J1L2.png,11
G0T4BES158FQS59N,m5WdLbiI2LD,https://blob/nvtm7/xef.com,Set,Not verified,cc3366,c0dfec,0086ab,False,25200.0,Indonesia,Disabled,en,Fri Mar 04 15:22:45 +0000 2011,Jakarta,65182,1906,25093,72,government,32.894,2.2232,G0T4BES158FQS59N.png,71
PGOML7F9PCA8R462,DfpYYrfwon,,Set,Not verified,009999,efefef,131516,False,,"Lima, Peru",Disabled,es,Tue Aug 09 21:40:00 +0000 2011,,899874,606,8995,882, ,24.255,4.096,PGOML7F9PCA8R462.png,9014
9J9E5GM6H3PKJDG6,T3nIeQ6ChW2,,Set,Not verified,b49759,ddffcc,000000,False,-14400.0,"Orlando, FL",Enabled,en,Fri Apr 10 18:18:04 +0000 2009,Eastern Time (US & Canada),6427,104,5189,131,unknown,20.914,1.8369,9J9E5GM6H3PKJDG6.png,1595
ASC0404DGHDPR0F0,rasSABKyyo9hn,,Not set,Not verified,dd2e44,ddeef6,c0deed,False,-10800.0,92.3 FM,Enabled,es,Fri Nov 30 11:47:57 +0000 2012,Brasilia,92626,421,27597,65,celebrity,22.23,9.6429,ASC0404DGHDPR0F0.png,12073
JDLP6LNO15SQKFO6,xUUJTur_E,,Set,Verified,b40b43,e5507e,7acef6,False,3600.0,,Enabled,en,Wed Jun 26 15:01:57 +0000 2013,London,13498,190,1333,14,business,19.015,1.7529,JDLP6LNO15SQKFO6.png,800
APM13LM178IF8L0O,usyiKiyr0F_UKsi,https://blob/bk9up8AA3.com,Set,Not verified,009999,efefef,131516,False,-18000.0,"Palm Beach, 06400",Disabled,en,Fri Dec 16 17:05:52 +0000 2011,Central Time (US & Canada),6306,7038,41294,31,government,34.665,6.9274,APM13LM178IF8L0O.png,488
JNMRGS46MJFQP2SF,crW3ofT9JZR,,Not set,Verified,abb8c2,ddeef6,000000,False,-14400.0,,Enabled,en,Thu Jan 28 16:24:45 +0000 2010,Eastern Time (US & Canada),4620016,685,80451,5480,celebrity,,5.1409,JNMRGS46MJFQP2SF.png,35062
1O86RTG290NE0GRG,OPRalV5Wc,https://blob/b0/zpcftmh.com,Set,Verified,5d6e8f,c0c9d6,5485b8,False,10800.0,Kuwait,disabled,ar,Sun Aug 30 00:45:55 +0000 2009,Kuwait,2084526,5,363792,3082,business,24.736,1.2952,1O86RTG290NE0GRG.png,9
1009604E48G3FCDI,lWlIkH93MZ,https://blob/52J1jg5t2b.com,Not set,Verified,000000,efefef,f0f0f0,False,7200.0,,Disabled,en,Fri Oct 07 17:15:22 +0000 2011,Amsterdam,4481932,4142,13334,4173,government,20.396,1.4974,1009604E48G3FCDI.png,68
MGDAA11A02M8BLPM,OJOjl,,Set,Verified,002159,ddeef6,ffffff,False,-14400.0,,Enabled,en,Thu Jan 06 15:34:45 +0000 2011,Eastern Time (US & Canada),100639,1584,6709,262,unknown,28.954,1.8665,MGDAA11A02M8BLPM.png,4753
2EA77QBSF8RSCT67,I5qwMvpnuct0,https://blob/:omm10/4:.com,Not set,Not verified,3580b8,efefef,3580b8,False,-18000.0,Cali - Colombia,Enabled,es,Wed Aug 11 00:20:49 +0000 2010,Bogota,174377,34,88969,280,business,17.622,11.3271,2EA77QBSF8RSCT67.png,11774
DHPMQRQTTI2ABT24,Wvr1oK,,Set,Not verified,1da1f2,ddeef6,c0deed,True,10800.0,"Virgin Islands, U.S.",Enabled,ar,Wed May 14 09:54:49 +0000 2014,Riyadh,417587,4848,1070,66,unknown,7.361,4.976,DHPMQRQTTI2ABT24.png,15
T186NF56OBB1MH6H,ppzHp6PjyYXutC,https://blob/loLathzjiq.com,Set,Verified,bd0d0d,f7f7f7,ffffff,False,-18000.0,"Lima, Perú.",Enabled,es,Tue Aug 18 17:49:35 +0000 2009,Quito,1813606,1589,409308,4689,celebrity,13.156,8.0866,T186NF56OBB1MH6H.png,1197
M04DQQMDB3KP92N8,ktfbApKja,https://blob/U_fvLFc2t.com,Set,Verified,0084b4,ddeef6,c0deed,False,,#mufc,Enabled,en-gb,Mon Sep 09 14:00:27 +0000 2013,,531297,103,19281,1032,celebrity,25.046,1.916,M04DQQMDB3KP92N8.png,15
